title,url,description,price,original_price,discount_percentage,discount_value,cost_per_unit,country,lead_time,supplier,returned_products,high_confidence_terms,flags,promotions,price_range,original_price_range,inventory_quantity,availability,launch_datetime,exclude_from_apps,active,category_paths,color_group,color,size,brand,gender,large_image,swatch_image,thumb_image,sku,condition,variant_options,product_class,collection_member_ids,item_id,capacity,width,height,depth,store_latitude,store_longitude,gtin,keywords,reviews
Product fSYJJ,https://example.com/lCWHnrTi,Description qu1UO9vsdNalAWkFJoLw,146.71,206.83,29.07,60.120000000000005,97.07,France,2 days,Supplier MkUoE,18,"['l7FX0', 'H1scB', 'hgS4w']","['OS75H', 'KhnA6', 'ho6AB']","['cRGWv', '3NUWQ', 'XDSpr']","[553.32, 22.63, 392.1]","[976.54, 689.74, 113.74]",13,out of stock,2025-03-08T06:32:17.140604,"['TB2x6', 'ir5dt', 'cbb6o']",True,Clothing/Women,Blue,Green,S,BrandD,Unisex,https://picsum.photos/seed/ZzY8G/600/600,https://picsum.photos/seed/tDEwj/50/50,https://picsum.photos/seed/hQ9i1/150/150,b56d5b21-7bff-4e12-87cf-50aed474b2dd,used,"['GMFjJ', 'pW4oq', 'XwkVc']",standard,"['vT2aG', '2eERg', 'MZrx3']",8e192cb7-d2f8-4686-bec8-12235ecf0d6e,225.28,23.43,67.44,20.0,43.289942,-116.998408,8180639142666,"['IjZNN', 'p1mCy', 'DNSZe']",4.6
Product SgPv0,https://example.com/CoerA3jD,Description gmRpNEg4ZnNacr8Y6jrs,75.94,103.06,26.31,27.120000000000005,30.33,USA,14 days,Supplier VROJC,21,"['UDHAs', '4fOLa', '9wjSg']","['gKc5t', 'TOeg2', '89Bki']","['NpHpu', 'cHpFl', 'AnKbp']","[866.01, 492.97, 284.6]","[86.41, 103.39, 103.08]",57,preorder,2024-12-05T06:32:17.140749,"['6f0zg', 'bdLEL', 'ineat']",True,Clothing/Men,Yellow,Yellow,L,BrandD,Unisex,https://picsum.photos/seed/1hqsC/600/600,https://picsum.photos/seed/zixxj/50/50,https://picsum.photos/seed/PNtNj/150/150,bfa0a22d-1552-4e43-99ea-1c1ec4898d2b,refurbished,"['QzTwx', 'L9bq4', 'lnpFz']",standard,"['wPKuM', 'U618K', 'Z0iE6']",4758623a-ff59-4222-ace0-15c70a9dc49d,466.51,17.68,140.23,136.13,72.27286,178.890208,4791274476831,"['Gf8Fv', 'exiB7', 'SgVOl']",3.3
Product pE7LP,https://example.com/fEMRt37N,Description exvsJByOrgVSIvL1Utqw,106.47,189.45999999999998,43.8,82.98999999999998,41.55,Japan,4 days,Supplier GYajQ,15,"['7rh5h', 'u76mO', 'vD7bg']","['b1In2', 'nYk2P', 'CzC3y']","['3R2EI', 'ATs4Q', 'wXiJY']","[597.14, 411.38, 718.86]","[952.07, 489.81, 115.05]",437,in stock,2025-09-03T06:32:17.140843,"['ZCb2h', 'h0Sx5', 'Q0e3P']",True,Clothing/Women,White,Yellow,S,BrandD,Male,https://picsum.photos/seed/ks2lq/600/600,https://picsum.photos/seed/jwmg3/50/50,https://picsum.photos/seed/YSbTO/150/150,23e5c835-c62a-4ade-9eaf-9f28e09bba84,used,"['OeTjp', 'Ujkp4', 'qHI7C']",standard,"['sABJJ', 'EBSrT', 'WuzuG']",90408e9b-cf4c-4381-8377-f8be82a2649c,476.69,128.03,41.26,3.7,-52.129503,-122.870131,6876899593778,"['ktb2o', 'QtQXl', '4tPhZ']",0.5
Product xQzca,https://example.com/fwsD1qjk,Description SNBvu3GVusWSGMuqj0qX,117.54,162.87,27.83,45.33,18.08,Germany,10 days,Supplier UbZRP,12,"['P2i7D', 'dyWgU', 'W7fAE']","['KWo2Q', 'jNha3', 'KRS3W']","['mwafA', 'oAbUe', 'vHIgW']","[354.9, 548.75, 912.46]","[229.18, 504.25, 87.88]",246,out of stock,2025-07-21T06:32:17.140934,"['VLmNM', 'OeYn1', 'ebRAb']",False,Clothing/Men,Yellow,Green,XL,BrandA,Female,https://picsum.photos/seed/OHIzY/600/600,https://picsum.photos/seed/sRzKJ/50/50,https://picsum.photos/seed/yujb6/150/150,1dd4b6ad-4959-4b21-9828-039d059fd976,new,"['h8LTg', 'YbPjh', 'RWKxJ']",exclusive,"['GiQXL', 'fEwqw', '6Chse']",d02d1e7c-b8de-40a9-8ed4-cd2bb412d425,243.84,175.91,64.66,115.32,-30.128762,113.14699,2887574748407,"['uCkB2', 'bbD8Y', 'vfT7J']",1.6
Product VgbHv,https://example.com/NNdkcMji,Description RqjICms1Re8WisrtADDS,101.46,110.61,8.27,9.150000000000006,93.56,Canada,6 days,Supplier ka4hp,11,"['nVjtW', 'owbG6', '4ZAOY']","['HhqVG', '4RS7b', 'Lm23s']","['RNSHM', 'tofal', 'xbpUk']","[718.47, 387.48, 447.44]","[287.25, 985.48, 994.67]",499,in stock,2024-11-18T06:32:17.141029,"['dgZwv', '0oB3t', 'COEeS']",True,Sports/Outdoor,White,Yellow,L,BrandD,Male,https://picsum.photos/seed/olpde/600/600,https://picsum.photos/seed/0b7fG/50/50,https://picsum.photos/seed/U9RnJ/150/150,75c4ecd4-bd65-4446-ae18-2c78a41596dc,refurbished,"['CWXGW', 'bUS3b', '0LcQE']",exclusive,"['WxUbz', '6f5A6', 'fiMHZ']",1cee6514-25e9-48fc-909f-b6c28e7ef5f8,137.41,40.39,6.87,172.59,-23.085251,-85.918287,6311575516994,"['FTJBj', 'Yzji9', 'Y6Afo']",3.5
Product yYDyO,https://example.com/IK8mWCKD,Description 79hTtclxgbzWDHld1Hmv,367.43,427.31,14.01,59.879999999999995,236.75,France,10 days,Supplier FPfEc,27,"['T37gm', 'xXJil', '9a8rV']","['o7Alx', 'zmME8', 'D5qzq']","['GTgNO', '74pxF', 'hqMnM']","[855.46, 430.63, 211.42]","[979.96, 769.82, 7.52]",908,out of stock,2024-12-15T06:32:17.141124,"['ppUuf', 'iE6Dt', 'LUYlz']",True,Home/Furniture,Black,White,L,BrandC,Unisex,https://picsum.photos/seed/fKhPw/600/600,https://picsum.photos/seed/pfPF4/50/50,https://picsum.photos/seed/fnM22/150/150,53872eef-b08c-4ad4-a7ae-f9134339c3ae,refurbished,"['BFxUK', 'JJCzZ', 'hwlFu']",premium,"['M3rsE', 'odyHx', 'NpUYd']",68348daf-d33a-4b78-a1b4-38c8c406d612,269.72,159.67,60.4,63.77,72.371961,87.996518,2336779271939,"['i4EVG', 'tvMCw', 'lLOIs']",0.8
Product GJ4KG,https://example.com/f2RGrAcO,Description ht2bdU51P3ABZnKtMc1K,197.75,265.94,25.64,68.19,127.3,Germany,9 days,Supplier m0Xm1,18,"['kjzmu', 'hnb4A', 'BvCi4']","['uijwb', 'oX71h', 'Nh4IO']","['m7HVT', 'eYy1C', 'XlFEg']","[470.89, 318.17, 608.07]","[227.4, 489.54, 606.83]",983,in stock,2024-09-29T06:32:17.141223,"['FyKBq', '6RJqi', 'lr7lO']",True,Sports/Outdoor,White,Black,XL,BrandA,Male,https://picsum.photos/seed/wm3QX/600/600,https://picsum.photos/seed/kVqdq/50/50,https://picsum.photos/seed/1AP32/150/150,34e49dd2-1dc4-4a33-bf87-134c2e08ee90,used,"['LePZ4', 'J77bp', '9rWiT']",premium,"['Ux3cT', 'IbrBz', 'OjOzm']",3a670ce1-315c-443c-8981-fde5b95977b3,475.49,173.01,144.18,112.77,26.493802,-144.849231,5572007627486,"['iyZds', 'fLGoa', 'Q2mEZ']",1.2
Product ZRClt,https://example.com/rI6NvYx1,Description UW9dzOov13j8P6nOr7RE,285.43,328.97,13.24,43.54000000000002,235.08,Japan,3 days,Supplier zXf7l,8,"['FAgKa', 'O1UuQ', '4YjB1']","['bX9uv', 'WsYDr', 'VQpHR']","['7QNkv', 'qTMfT', 'NjwNc']","[514.32, 383.05, 376.04]","[607.79, 641.1, 263.62]",584,preorder,2025-05-25T06:32:17.141329,"['ALHmE', 'aaI1P', '73uMW']",True,Electronics/Phones,Black,Blue,L,BrandC,Female,https://picsum.photos/seed/WFnLj/600/600,https://picsum.photos/seed/OxN3D/50/50,https://picsum.photos/seed/Lr8sW/150/150,a8b70e28-789f-4085-9ead-c21673b4ee7c,used,"['MZyY2', 'L9UYT', '3E3y0']",premium,"['MbcaX', 'wOLHY', 'A98hV']",e5bcb9e8-a69b-4ae6-8fa2-93834bdabbc7,60.86,159.32,136.06,54.57,51.095575,161.940444,8086680431877,"['KRHMV', 'WHkI1', 'JIkPR']",0.2
Product DRL3s,https://example.com/lGl89fpM,Description vK8nTpQCY6fH33vXBsue,61.16,87.25,29.9,26.090000000000003,19.67,USA,6 days,Supplier cVYak,24,"['ZEIIF', 'QQ6NA', 'TUJH5']","['p2ztM', '0LnB2', '2PiWu']","['LKQJb', 'v7tT6', 'cPo8W']","[106.81, 561.38, 503.94]","[977.67, 108.48, 290.77]",891,in stock,2025-02-08T06:32:17.141446,"['qYSfW', 'KWL7T', 'aZ4lf']",False,Electronics/Phones,White,Black,XL,BrandA,Female,https://picsum.photos/seed/ocjUA/600/600,https://picsum.photos/seed/iydmN/50/50,https://picsum.photos/seed/afWIf/150/150,ee1c33ee-b340-46b5-abf8-4c934413a3b1,used,"['v0xB9', 'cT7CW', 'rKvSO']",standard,"['yLZAt', 'qYr6T', 'bdvWG']",fa6eb06a-4d8e-460f-ab28-81a42e537704,131.45,182.21,97.56,47.65,-50.315915,122.404305,9280413244628,"['F2R7T', 'yVhXa', 'SNS1j']",2.9
Product BmLe1,https://example.com/tllNX0HY,Description K7dRQpDOqyYwZzlhN5GM,365.35,448.06,18.46,82.70999999999998,176.44,Germany,5 days,Supplier Tphmw,47,"['9mVMM', 'rJh5P', 'vohRG']","['BadvS', 'utW6v', 'rFDow']","['pbScJ', 'Avq5R', 'NgQTk']","[220.42, 228.26, 170.41]","[676.68, 226.25, 113.8]",674,in stock,2025-07-04T06:32:17.141539,"['iYhFd', 'q5nlO', 'unfNq']",True,Home/Furniture,White,White,S,BrandA,Male,https://picsum.photos/seed/YeNFS/600/600,https://picsum.photos/seed/bi9wx/50/50,https://picsum.photos/seed/CfnjF/150/150,04bde2a6-0f45-4e9e-948e-f87e99b51555,refurbished,"['PgLsq', 'Nsg6z', '3ztFD']",premium,"['LzBA6', '18YEE', 'v3tuX']",79d206f9-f22b-4ec9-894e-d0af4dd81fdf,92.87,114.56,154.95,92.39,63.129093,162.99324,0796523376152,"['JOuij', 'QMm62', 'xWmxb']",1.0
Product hLI8g,https://example.com/OYYPhFe6,Description cYNdKBbpqCCoIN0dl5zq,374.6,400.39000000000004,6.44,25.79000000000002,288.77,Canada,5 days,Supplier CCbW6,44,"['r6z3T', 'jn9nt', '3nyIz']","['7qQLe', '7EUAK', 'JDeKp']","['nqTHl', 'lduqt', '3W9Yf']","[7.35, 256.5, 427.68]","[698.56, 792.49, 485.69]",562,out of stock,2025-06-23T06:32:17.141639,"['gWLGM', 'sstmV', 'Blm6a']",True,Clothing/Women,Blue,White,M,BrandA,Female,https://picsum.photos/seed/CBrrr/600/600,https://picsum.photos/seed/SmN1p/50/50,https://picsum.photos/seed/bWzlg/150/150,d2024a3a-7766-490f-b5db-09a7249c8d87,refurbished,"['ATSuk', 'TNB7O', 'SiAZA']",premium,"['P2Snn', 'z4zUi', 'MjP7T']",0cf7d552-c160-43db-b017-72685742b377,439.02,173.48,183.78,83.16,-37.931889,-1.846747,5181467944576,"['W0PU5', '7MncV', 'ODgfa']",4.2
Product shlqp,https://example.com/7gnZdP3S,Description UsylWFzw2voixIMKFkTL,163.76,214.14,23.53,50.379999999999995,25.56,Japan,1 days,Supplier pcjjT,50,"['UKXKe', '5hc7Z', 'cOBAT']","['zsmzv', 'jTcap', 'cqf1b']","['xrnBW', '0R4TQ', 'yWzf5']","[230.28, 762.15, 762.5]","[308.67, 467.58, 18.47]",846,out of stock,2024-09-29T06:32:17.141788,"['kXnTy', 'Pt2r1', 'AxBBi']",False,Clothing/Women,Black,White,L,BrandC,Unisex,https://picsum.photos/seed/GHTGQ/600/600,https://picsum.photos/seed/v0WUX/50/50,https://picsum.photos/seed/bjKgh/150/150,a42c7ace-07a1-4a15-919c-242a82a70191,refurbished,"['pgUiQ', 'Icu6A', 'eFTWt']",premium,"['sdEXS', 'MTImq', 'iBa9h']",2b14f38e-c63b-4795-bf78-b1c49ddc3270,150.04,26.55,76.64,138.36,66.679491,154.405515,9532073154505,"['ERIsc', 'Afd55', 'Bb7Nw']",0.6
Product qxAud,https://example.com/tnIrGnpq,Description 5ZuuQ2L6MeLihPh4nDFb,132.68,205.35000000000002,35.39,72.67000000000002,106.26,Japan,14 days,Supplier IRe5L,40,"['juMoL', 'JBNaC', 'VELCn']","['xwfIX', 'yo9Mw', '6teRC']","['kk0FJ', 's5XjY', 'TZmib']","[103.02, 988.64, 999.21]","[289.25, 212.52, 795.81]",568,out of stock,2025-08-11T06:32:17.141892,"['Bzaop', '98548', 'exKvE']",False,Electronics/Phones,Red,White,M,BrandB,Unisex,https://picsum.photos/seed/cvkdq/600/600,https://picsum.photos/seed/is6qx/50/50,https://picsum.photos/seed/NzPvd/150/150,c5089137-8358-443e-8184-6a821f454d4d,new,"['nSKtr', 'HzJac', 'VXKrM']",premium,"['tjijx', 'iTKN5', 'x2VVf']",7ceb3ff3-fc80-4627-8188-96dfe0bae4fe,459.55,113.9,197.73,10.46,51.106798,-155.62782,4967402416922,"['VZpil', '2S3ja', 'EBRZQ']",1.0
Product tVbcq,https://example.com/YBJnjwfW,Description b8E93BqRFP3JVjrGmrWl,397.64,450.33,11.7,52.69,279.27,Canada,4 days,Supplier GUnwG,4,"['MaJ5b', 'F1UxG', 'Gd6QF']","['741jC', 'HivNr', '4axHI']","['ST7F8', 'uAaqF', 'D7y7x']","[963.29, 113.84, 495.09]","[306.28, 593.64, 126.24]",159,in stock,2025-07-03T06:32:17.141986,"['u5zyL', 'RF5zI', 'WdwCO']",True,Sports/Outdoor,White,Green,L,BrandA,Female,https://picsum.photos/seed/2WymZ/600/600,https://picsum.photos/seed/gYktj/50/50,https://picsum.photos/seed/6D6HW/150/150,94dbdf3e-e96d-4035-9d3a-66111f5991a8,new,"['JtK82', 'vYBQV', 'alWxP']",premium,"['9kaiM', 'dA2eK', 'fo16m']",e188ce77-44c3-456a-9ea6-78efbc92d8aa,481.21,116.95,132.83,91.34,64.533437,5.489403,2426311655252,"['tX7IG', 'k7vLE', 'rYirX']",1.3
Product Txvbs,https://example.com/HmMKbdjP,Description Omx5TunBb2wQ9oQgqmC2,326.3,362.96000000000004,10.1,36.660000000000025,323.24,Germany,8 days,Supplier 3Dhhi,42,"['r07qp', 'Zpkcs', 'JEuIL']","['l6bdO', 'qJCC3', 'EMBqd']","['rPXHt', 'ex5xE', 'n6vd9']","[942.97, 55.39, 812.17]","[839.13, 407.63, 49.75]",459,out of stock,2025-08-14T06:32:17.142089,"['UvukR', 'qA1uD', 'iapCD']",True,Clothing/Men,Yellow,Green,S,BrandB,Male,https://picsum.photos/seed/kKFud/600/600,https://picsum.photos/seed/RlJ6t/50/50,https://picsum.photos/seed/1eNfv/150/150,5f24d84b-ac56-4c60-ad12-dc0f214f74c1,refurbished,"['IYSmx', '45U0n', 'ZGSCF']",exclusive,"['Ha0Nj', 'tvhS2', 'fz2aG']",0ef41cbf-f7db-4950-beb6-633406008a63,183.61,54.97,129.35,163.3,-54.915201,62.190602,4567892548105,"['MPl9m', 'Q2XS2', 'v3OMN']",2.3
Product ynVBR,https://example.com/1tuzOztZ,Description WsorpG9efFDvkLvbG1N3,444.17,481.35,7.72,37.18000000000001,156.25,USA,8 days,Supplier lEyrw,17,"['wvKO3', '7vzCX', 'IP2TY']","['BlueO', '3c4g9', 'nB8qG']","['sdKCK', 'cWwE7', 'RKmps']","[746.23, 579.99, 918.1]","[963.97, 565.15, 148.49]",318,preorder,2025-06-19T06:32:17.142184,"['SQDEq', 'Nqqp1', 'r4tNS']",True,Sports/Outdoor,Green,Blue,M,BrandD,Male,https://picsum.photos/seed/paEoF/600/600,https://picsum.photos/seed/oK9Se/50/50,https://picsum.photos/seed/7AIPE/150/150,613988d0-0da8-4396-b7e4-cd3942b71b7e,refurbished,"['glXUw', 'eoFnx', 'mpFVG']",standard,"['Si3Xp', 'dXyp5', 'bQLWr']",e452b1cd-daf8-417c-af3b-b446543ed655,453.33,74.58,80.28,48.0,-68.786778,-108.191292,3938924659485,"['Pj98p', '5kgJh', 'ZdndS']",2.4
Product vHiH6,https://example.com/OZCRFIUM,Description 7sYrKtqPnWpl6kcR7oSh,483.94,552.38,12.39,68.44,150.1,France,8 days,Supplier CQoSX,21,"['BhOX6', 'eDGet', 'RhnXO']","['SaNps', 'qww6K', 'ZIWlN']","['UU18r', 'qpktt', 'Sjxgv']","[86.09, 389.53, 765.66]","[801.98, 896.89, 988.46]",386,in stock,2025-03-30T06:32:17.142273,"['Zm4nl', 'rNqoL', 'm8861']",True,Clothing/Women,Blue,Blue,S,BrandD,Unisex,https://picsum.photos/seed/8Ls2u/600/600,https://picsum.photos/seed/krkXy/50/50,https://picsum.photos/seed/ZEA0R/150/150,a0714d6c-07e1-4ecd-814b-07959f9e8c10,refurbished,"['TGr5B', 'iLPCi', 'GJLYu']",exclusive,"['0hb1Z', 'BWWI5', '7skqH']",92b6c851-58a5-4a66-be2d-ae1be682a7eb,379.93,186.93,111.39,89.25,-80.773887,61.036886,6742324672239,"['AMuwT', 'CJFTx', 'GuNVX']",4.4
Product EZATz,https://example.com/dVEC3M7f,Description QsFPsJRgWCEoBwv8IaYD,390.35,474.98,17.82,84.63,302.77,France,7 days,Supplier 2yp4N,46,"['PDn0T', 'NCgeG', 'WXTEc']","['evgbe', 'y3usx', 'EoiMM']","['IGjJZ', '6hbcy', 'Wra3e']","[527.29, 6.84, 465.94]","[337.86, 198.05, 964.72]",210,in stock,2025-03-06T06:32:17.142364,"['pf84E', 'wRSLU', 'nmUUC']",False,Sports/Outdoor,Green,Green,L,BrandC,Unisex,https://picsum.photos/seed/IjLal/600/600,https://picsum.photos/seed/bQnBe/50/50,https://picsum.photos/seed/RaINP/150/150,3373f9dd-9638-4af9-a2bf-3f38d70780c2,new,"['gR2Dl', '8bKlU', 'iboNS']",standard,"['ZMNWD', 'AA4i7', '0xrKY']",91b236d8-dd66-4088-9c31-97364c264980,462.32,54.02,114.59,74.99,-82.479142,158.064568,6099289243744,"['PPYTS', 'uq5an', 'd0cyX']",0.9
Product liDQU,https://example.com/5CDvzxdX,Description u1DoG7JeuKrzcjnTRDsG,325.89,384.63,15.27,58.74000000000001,216.85,USA,4 days,Supplier 6LlTc,13,"['YUHs8', 'GWIyc', 'r2IF7']","['KAyGC', 'OhijP', 'Vr5GL']","['m6pWU', 'jOcyv', 'QKr4p']","[819.18, 71.09, 124.62]","[644.19, 274.93, 923.64]",340,preorder,2025-03-14T06:32:17.142458,"['O2IPc', 'n96dN', 'OJSr3']",False,Home/Furniture,Yellow,Red,XL,BrandC,Male,https://picsum.photos/seed/BDyef/600/600,https://picsum.photos/seed/zN3m6/50/50,https://picsum.photos/seed/ekYIY/150/150,d5387506-e7d7-47f9-8d1f-a28907d1837f,used,"['XbpwK', 'dzjOx', '5PGs5']",exclusive,"['vcDM7', 'EfOIj', 'zDhkr']",5fe381d3-6dfb-47ad-b9c5-228fcc13ddf0,40.99,170.01,186.26,71.22,-79.664325,-50.819508,3092330145485,"['aWyo7', 'EDONm', 'wTFpJ']",0.4
Product QfiEj,https://example.com/vMObAYLo,Description 6aTqYjMwAU9lTa6BMeHt,492.86,544.76,9.53,51.89999999999998,91.78,Canada,8 days,Supplier C8Bop,29,"['Au6N7', 'uELPk', 'BezNI']","['JtPcA', 'hxBXI', 'tWmQx']","['Zhr5m', 'xS5Of', 'Ocrhe']","[988.37, 169.35, 568.96]","[920.49, 826.42, 422.09]",145,preorder,2024-10-01T06:32:17.142563,"['0GIeo', '8NQi7', 'hkkXy']",False,Sports/Outdoor,White,Yellow,L,BrandC,Female,https://picsum.photos/seed/wy5tG/600/600,https://picsum.photos/seed/lrFsl/50/50,https://picsum.photos/seed/NZIBD/150/150,758ee9d1-2da5-4f43-bba3-b5ac9cbd0eda,refurbished,"['tGuBB', 'a5WdJ', 'mibVn']",premium,"['rFMl9', 'VB6mP', 'czv8W']",585ce15e-4475-461e-8b14-04f39c93452c,318.55,181.39,69.56,29.55,56.128096,63.354579,3658328521733,"['64pEH', '14inD', '78bwd']",2.8
Product oY021,https://example.com/TbdZfbHq,Description GhZgJSrYCeAG7zEaJZC9,291.25,327.2,10.99,35.94999999999999,119.38,Japan,5 days,Supplier fDAII,31,"['PEdDG', '6qarI', 'JlcV3']","['smYGN', 'EPyCE', 'DQgAl']","['8GtMN', 'MOMer', 'MHFCF']","[755.59, 835.29, 374.66]","[645.71, 54.23, 98.23]",752,out of stock,2025-08-24T06:32:17.142661,"['U5593', '4w62G', 'qX2Ef']",False,Sports/Outdoor,Green,Blue,XL,BrandA,Male,https://picsum.photos/seed/XJbau/600/600,https://picsum.photos/seed/N8waJ/50/50,https://picsum.photos/seed/ijctz/150/150,dd2c465b-5c8d-47d0-ab51-05b8224d2657,refurbished,"['1g278', 'QdPOV', 'MVxpV']",exclusive,"['ZAqsF', 'XIczJ', 'sWVMJ']",fd2443db-db11-4cb7-bb68-f0f2f9f026cb,453.32,58.12,139.11,161.76,21.454012,-35.62459,0518054899986,"['uaDXe', 'GLuEG', 'Exfwg']",3.4
Product ZhheG,https://example.com/GISJUt40,Description 7T9co8Xj3PszpUcHwhU7,394.67,484.92,18.61,90.25,327.28,Japan,3 days,Supplier JyDo6,0,"['cgHsp', '8zu44', 'y9T4a']","['9EIEa', 'qz1mC', 'zvcUd']","['0s0HP', '5UZGI', 'hK3QU']","[541.64, 265.88, 708.62]","[371.52, 182.63, 119.84]",364,preorder,2025-09-16T06:32:17.142779,"['75xe7', 'ttTil', 'kTtqn']",False,Electronics/Phones,Black,Red,XL,BrandA,Unisex,https://picsum.photos/seed/lRRHx/600/600,https://picsum.photos/seed/FjIMe/50/50,https://picsum.photos/seed/JUc7o/150/150,ee6d98b9-421a-483f-aaa5-392ae57e5ca1,new,"['jmatu', 'jwaBl', 'wkGnt']",premium,"['0MEID', 'vlIwc', '7h0uB']",26408ada-1ee6-4ed3-8f8f-6d4ff844aebb,181.24,57.14,146.98,160.28,35.915123,-13.673978,0249731426388,"['QhIxZ', 'jfnK1', 'Dsn0i']",4.3
Product 8rxbv,https://example.com/q0LWktB4,Description L8YSyWK9bdUsXv1w2oOD,473.09,562.66,15.92,89.57,68.11,France,14 days,Supplier 94pmD,30,"['sCWrM', 'gCEh5', '5eggt']","['BqMIm', 'vjoa8', 'JemHL']","['wWDpB', 'WsB1Z', 'GGD3t']","[304.71, 935.68, 47.9]","[486.48, 287.03, 573.08]",866,preorder,2025-03-14T06:32:17.142889,"['gWECj', 'kIgfL', 'swcga']",False,Sports/Outdoor,Yellow,Green,XL,BrandC,Female,https://picsum.photos/seed/4Znyc/600/600,https://picsum.photos/seed/9f0hd/50/50,https://picsum.photos/seed/9qaVV/150/150,428b235d-e3d4-41d8-93fa-66bd9db3de93,used,"['3wkGM', '7DkqF', 'SZnbM']",exclusive,"['qy7kj', 'tfAOT', 'Ofw32']",e2ef9d2b-3a9d-46ef-9691-898030fe0cc1,83.94,79.39,115.87,111.09,34.979003,92.642775,6347669016802,"['GMKPx', 'Myzel', 'j21b8']",1.9
Product pPvgC,https://example.com/jbv6sDC5,Description qodKFjxfSVK9sXOmC7ql,286.12,357.65,20.0,71.52999999999997,255.9,USA,12 days,Supplier zO8L1,18,"['uJ6xj', '5oVa7', 'yKyYH']","['1URfP', 'F0ZNf', 'NW9wx']","['Jumpd', 'ObYpG', 'DzxKO']","[991.75, 775.19, 141.54]","[971.05, 487.34, 920.04]",939,preorder,2025-06-15T06:32:17.142983,"['q3Syy', '1FwLV', 'FNs3H']",True,Clothing/Men,Yellow,Blue,M,BrandD,Male,https://picsum.photos/seed/OK81z/600/600,https://picsum.photos/seed/THebr/50/50,https://picsum.photos/seed/CjEpc/150/150,d168b052-2278-43e8-aa11-f33a1e3ab5f6,used,"['GWuCA', 'ElpE2', 'wYe39']",standard,"['YUWEg', 'Fi6Wb', 'Scau5']",c04f5fae-fb63-460c-abdd-9f2af1a058c7,284.61,188.61,41.12,102.18,23.119233,151.365278,3316817227030,"['NuPMB', 'hM9XA', 'U4lha']",2.5
Product q9OvW,https://example.com/IDUQBaxM,Description 7Vsjcndev5LyaFbYOUpR,345.81,405.28,14.67,59.46999999999997,76.78,Japan,3 days,Supplier Vsvzs,3,"['QUOuM', 'paSrG', 'IKXpS']","['ezuso', 'hKY5i', 'K302U']","['WKHcy', '7HX8P', 'yYGOs']","[171.98, 213.68, 483.22]","[557.88, 846.93, 550.75]",786,in stock,2025-09-08T06:32:17.143074,"['j6G9G', 'NQfAC', '5LXOU']",False,Electronics/Phones,Green,Yellow,M,BrandD,Unisex,https://picsum.photos/seed/yFE1H/600/600,https://picsum.photos/seed/2Z8hM/50/50,https://picsum.photos/seed/4jEDf/150/150,32963720-0fe8-4779-baf9-1ffb838b2685,new,"['opApk', 'pPNsG', '3ZGpF']",exclusive,"['ul66w', 'ZEhmL', 'Wcg9T']",97968011-0b95-4eb6-b807-0fdc5d1f9c64,121.02,94.01,138.92,86.47,-87.39428,-158.775208,6592207612822,"['PCbH3', 'scH1f', 'ycCaG']",4.6
Product plAfZ,https://example.com/6gXAEMvu,Description xITuckqZLOwXQtFFLHce,267.38,363.63,26.47,96.25,81.48,Germany,14 days,Supplier odjTy,16,"['nE8ZA', 'ata8x', '3hmFT']","['fg5K3', 'FKphf', 'b9Pi8']","['kOSut', 'CMVMD', 'yXvru']","[80.65, 216.75, 708.65]","[14.97, 71.2, 196.37]",991,preorder,2025-06-06T06:32:17.143162,"['mrUHK', '1c2No', 'sVLfZ']",False,Clothing/Men,Red,Green,L,BrandB,Unisex,https://picsum.photos/seed/AjnmP/600/600,https://picsum.photos/seed/kd8D5/50/50,https://picsum.photos/seed/4GyLh/150/150,fe9f6a15-a4a4-411e-ac30-ca938cc5ba58,used,"['tS9tV', 'wpcpx', 'FyJrb']",standard,"['Yj0bT', 'F5V7D', 'Jlkij']",7d1c2848-d1dc-4863-9d8c-d0a43d2d7b19,493.27,132.83,66.67,82.75,-42.604232,165.123642,1520591814257,"['brSzp', 'FpqZo', 'Modwm']",3.0
Product QOXdD,https://example.com/j1Ev9moF,Description Ku7VRU0L1Amwy1PTHksv,257.53,258.76,0.48,1.2300000000000182,236.01,France,5 days,Supplier wPdhy,9,"['HJ5WL', 'MTAPC', 'lrsdx']","['yXL9j', 'OlauU', 'vHS7u']","['GNSAe', 'q9uOZ', 'j3coa']","[268.9, 189.46, 85.41]","[658.42, 683.44, 349.27]",584,out of stock,2025-08-10T06:32:17.143257,"['OV83Y', 'nrKr7', 'CqErA']",False,Clothing/Women,Red,White,M,BrandC,Unisex,https://picsum.photos/seed/A39rv/600/600,https://picsum.photos/seed/qC8ie/50/50,https://picsum.photos/seed/tFw4q/150/150,25a55fd9-806f-48fb-8cb8-fddcaa92c9d5,used,"['HJcyC', 'jxrgC', 'hiIWq']",standard,"['JSlwh', 'dfhjE', 'Fntsk']",23eed7c3-abe4-47ce-b8ef-d8083d96662f,237.45,191.29,132.29,148.43,-40.310295,-60.00728,6975391278576,"['OmV06', 'i0vuu', 'WUGbL']",4.6
